ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,,1500,3000,3000,2500,5000,Total Price
4201,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32500,,,,,,,id:4137,,,,,,9,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,3000,0,5000,0,32500
4202,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42500,,,,,,,id:4137,,,,,,10,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,3000,0,5000,10000,42500
4203,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,30500,,,,,,,id:4137,,,,,,11,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,3000,3000,0,0,30500
4204,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,40500,,,,,,,id:4137,,,,,,12,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,3000,3000,0,10000,40500
4205,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,35500,,,,,,,id:4137,,,,,,13,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,4500,3000,3000,5000,0,35500
4206,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,45500,,,,,,,id:4137,,,,,,14,"Add'l Guest (2,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,4500,3000,3000,5000,10000,45500
4207,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26000,,,,,,,id:4137,,,,,,15,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,0,0,0,0,26000
4208,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,36000,,,,,,,id:4137,,,,,,16,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,0,0,0,10000,36000
4209,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,31000,,,,,,,id:4137,,,,,,17,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,0,0,5000,0,31000
4210,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,41000,,,,,,,id:4137,,,,,,18,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,0,0,5000,10000,41000
4211,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29000,,,,,,,id:4137,,,,,,19,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,0,3000,0,0,29000
4212,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39000,,,,,,,id:4137,,,,,,20,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,0,3000,0,10000,39000
4213,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34000,,,,,,,id:4137,,,,,,21,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,0,3000,5000,0,34000
4214,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,44000,,,,,,,id:4137,,,,,,22,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,0,3000,5000,10000,44000
4215,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29000,,,,,,,id:4137,,,,,,23,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,3000,0,0,0,29000
4216,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,39000,,,,,,,id:4137,,,,,,24,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,3000,0,0,10000,39000
4217,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,34000,,,,,,,id:4137,,,,,,25,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,3000,0,5000,0,34000
4218,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,44000,,,,,,,id:4137,,,,,,26,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,3000,0,5000,10000,44000
4219,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,32000,,,,,,,id:4137,,,,,,27,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,3000,3000,0,0,32000
4220,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,42000,,,,,,,id:4137,,,,,,28,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,Without Massuese (0 THB),,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,3000,3000,0,10000,42000
4221,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,37000,,,,,,,id:4137,,,,,,29,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,Without Photographer (0 THB),,1,,6000,3000,3000,5000,0,37000
4222,"variation, virtual",,Coastline Cruising (full day),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,47000,,,,,,,id:4137,,,,,,30,"Add'l Guest (2,500 THB each)",4 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (5\,000 THB)",,1,Add Photographer?,"With Photographer (10\,000 THB)",,1,,6000,3000,3000,5000,10000,47000
